2, 0, 6, 5, 1, 0, 0, 101, 102, 4500
1, 1, 1, 5, 1, 6, 0, 306, 106, 10500
2, 2, 6, 5, 1, 0, 0, 306, 306, 10500
1, 3, 1, 5, 1, 1, 0, 306, 101, 10500
2, 4, 6, 5, 1, 0, 0, 306, 306, 10500
1, 5, 1, 5, 1, 2, 0, 306, 102, 10500
2, 6, 6, 5, 1, 0, 0, 306, 306, 10500
1, 7, 1, 5, 1, 3, 0, 306, 103, 10500
2, 8, 6, 5, 1, 0, 0, 306, 306, 10500
1, 9, 1, 5, 1, 4, 0, 306, 104, 10500
2, 10, 6, 5, 1, 0, 0, 306, 306, 10500
1, 11, 1, 5, 1, 5, 0, 306, 105, 10500
2, 12, 6, 5, 1, 0, 0, 306, 306, 10500
