Slot  #,Requester    ID,Responder  ID,Pii ,Chan.,Antenna  Mode,Req.  Data,Rsp.  Data,Type,Sleep,Manual  Time  (ms),Minimum  Time  (ms)
0,101,102,5,6,Antenna  A,1,1,Data,6,4500,0
1,306,106,5,6,Antenna  A,1,1,Range,1,11000,0
2,305,106,5,6,Antenna  A,1,1,Range,1,11000,0
3,304,106,5,6,Antenna  A,1,1,Range,1,11000,0
4,303,106,5,6,Antenna  A,1,1,Range,1,11000,0
5,302,106,5,6,Antenna  A,1,1,Range,1,11000,0
6,301,106,5,6,Antenna  A,1,1,Range,1,11000,0
