Slot  #,Requester    ID,Responder  ID,Pii ,Chan.,Antenna  Mode,Req.  Data,Rsp.  Data,Type,Sleep,Manual  Time  (ms),Minimum  Time  (ms)
0,101,102,5,6,Antenna  A,1,1,Data,6,4500,0
1,301,101,5,1,Antenna  A,1,1,Range,1,11000,0
2,306,101,5,1,Antenna  A,1,1,Range,1,11000,0
3,305,101,5,1,Antenna  A,1,1,Range,1,11000,0
4,304,101,5,1,Antenna  A,1,1,Range,1,11000,0
5,303,101,5,1,Antenna  A,1,1,Range,1,11000,0
6,302,101,5,1,Antenna  A,1,1,Range,1,11000,0
