Slot  #,Requester    ID,Responder  ID,Pii ,Chan.,Antenna  Mode,Req.  Data,Rsp.  Data,Type,Sleep,Manual  Time  (ms),Minimum  Time  (ms)
0,101,102,5,6,Antenna  A,1,1,Data,6,4500,0
1,303,103,5,3,Antenna  A,1,1,Range,1,11000,0
2,302,103,5,3,Antenna  A,1,1,Range,1,11000,0
3,301,103,5,3,Antenna  A,1,1,Range,1,11000,0
4,306,103,5,3,Antenna  A,1,1,Range,1,11000,0
5,305,103,5,3,Antenna  A,1,1,Range,1,11000,0
6,304,103,5,3,Antenna  A,1,1,Range,1,11000,0
